일자,close,대비,기관,외국인,개인,기타,금융투자,보험,투신(사모),은행,기타금융,연기금 등,open,high,low,volume,대비%,한국금리,천연가스,미국금리,다우존스,나스닥,구리,WTI,SMA_10,SMA_20,SMA_50,EMA_10,EMA_20,EMA_50,ATR,A/D,WillA/D,OBV,ADOSC,SOK,SOD,SOJ,MACD,MACDS,MACDH,RSI,ROC,WillR,CCI,TSI,ADX,MFI,MOM,ULTOSC,PVT,BollingerU,BollingerM,BollingerL,Typical,EMV,Mass,NVI,PVI,CV
2021-03-09,52600.0,2650.0,292000,-530500,363100,-124500,351300,21600,-36500,-3700,1400,-42100,51900.0,53000.0,51300.0,7203435.0,5.04,0.5,2.6,0.25,32297.02,13078.5,4.1415,65.61,0.0,0.0,0.0,52600.0,52600.0,52600.0,0.0,3813583.2352941176,0.0,7203435.0,0.0,76.47058823529412,76.47058823529412,76.47058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7203435.0,0.0,0.0,0.0,52300.0,0.0,0.0,1000.0,1000.0,0.0
2021-03-10,51600.0,-1000.0,-889100,480300,400600,8200,-78900,-34000,-30700,-478600,-1400,-265700,51000.0,52100.0,50000.0,3564221.0,-1.94,0.5,2.484,0.25,32485.59,13151.5,4.1415,65.39,0.0,0.0,0.0,52076.19047619047,52087.80487804878,52095.04950495049,0.0,5680556.140056022,-1000.0,3639214.0,0.0,53.333333333333336,64.90196078431373,70.68627450980392,-22.435897435891093,-12.46438746438394,-9.971509971507153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7135674.144486692,0.0,0.0,0.0,51233.333333333336,-64810795.963549964,0.0,51600.0,1000.0,0.0
2021-03-11,52000.0,400.0,-591700,1706900,-1111000,-4200,-393600,25700,71300,4400,2700,-302200,52100.0,53700.0,51500.0,3624786.0,0.77,0.5,2.562,0.25,32778.64,13201.5,4.073,64.8,0.0,0.0,0.0,52048.33836858006,52057.09754163362,52062.73689713763,0.0,3703400.1400560224,-500.0,7264000.0,0.0,54.054054054054056,61.28599187422717,67.55284696461167,-16.18381049833988,-13.988741166824898,-2.1950693315149827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7163773.260765761,0.0,0.0,0.0,52400.0,94074519.15782063,0.0,51600.0,52000.0,0.0
2021-03-12,50400.0,-1600.0,183300,407000,-599700,9400,236600,-9300,38300,700,2000,-85000,51100.0,51300.0,50200.0,2333084.0,-3.17,0.5,2.528,0.25,32953.46,12795.5,4.1205,64.6,0.0,0.0,0.0,51575.60870502047,51612.02981352049,51634.62493279322,0.0,2218710.321874204,-2100.0,4930916.0,0.0,10.81081081081081,39.3993993993994,55.195784019313436,-70.71100528021634,-33.20360028382742,-37.50740499638892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7091986.060765761,0.0,0.0,0.0,50633.333333333336,-87223606.17963177,0.0,50400.0,52000.0,0.0
2021-03-15,51200.0,800.0,-300200,-213300,510500,3000,-323700,-40600,-51200,1800,2800,110500,51200.0,51700.0,50100.0,2062574.0,1.56,0.5,2.481,0.25,32825.95,12808.76,4.109,60.0,0.0,0.0,0.0,51485.531768521396,51521.393143995985,51544.22363104899,0.0,2992175.571874204,-1000.0,6993490.0,0.0,32.432432432432435,32.432432432432435,44.372607902019666,-67.01778153358464,-43.262554725092656,-23.755226808491983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7124725.330607031,53043.77895927931,51560.0,50076.22104072069,51000.0,11635946.152719853,0.0,51200.0,52000.0,0.0
2021-03-16,51200.0,0.0,249100,-26200,-234000,11000,156100,-14800,23400,1500,-2100,85100,51000.0,51700.0,50600.0,1150495.0,0.0,0.5,2.535,0.25,33015.37,13071.75,4.1135,61.42,0.0,0.0,0.0,51425.93158544819,51461.08832161687,51483.97578461958,0.0,3096766.0264196587,-1000.0,6993490.0,0.0,32.432432432432435,25.225225225225227,32.352352352352355,-63.537941709590086,-48.758311887600634,-14.779629821989452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7124725.330607031,52341.31993291373,51280.0,50218.68006708627,51166.666666666664,23902754.901151244,0.0,51200.0,52000.0,0.0
2021-03-17,50700.0,-500.0,-533900,-524000,1048300,9600,-172300,-13900,-109600,2400,1500,-242100,50800.0,51100.0,50100.0,1212602.0,-0.99,0.5,2.582,0.25,32862.3,13006.25,4.1415,61.55,0.0,0.0,0.0,51290.37673085053,51335.82056393751,51365.21732185582,0.0,3339286.4264196586,-1500.0,5780888.0,0.0,16.666666666666664,27.177177177177175,28.27827827827828,-82.8627101662787,-57.38922526937846,-25.473484896900246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7112883.514200781,52188.11764069884,51100.0,50011.88235930116,50633.333333333336,-45357009.142323695,0.0,51200.0,50700.0,0.0
2021-03-18,50300.0,-400.0,134400,482300,-617400,700,334200,-16200,15200,-6400,-3000,-189300,50700.0,51000.0,49000.0,2482452.0,-0.8,0.5,2.508,0.25,32627.97,12794.0,4.0815,57.76,0.0,0.0,0.0,51121.61291872031,51183.18814846584,51222.65594671823,0.0,4084022.0264196587,-2200.0,3298436.0,0.0,48.148148148148145,32.41574908241575,28.27271716160605,-113.51216183388169,-70.8766223178846,-42.635539515997095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7093298.094082437,51525.24505878836,50760.0,49994.75494121164,50100.0,-48339303.23728313,0.0,51200.0,50300.0,0.0
2021-03-19,49650.0,-650.0,-1001800,-580600,1602900,-20600,-591700,-7300,-160000,-5900,-17300,-219600,51700.0,51800.0,49650.0,2611996.0,-1.31,0.5,2.518,0.25,32731.2,12770.5,4.0675,61.18,0.0,0.0,0.0,50889.311409160895,50977.75542158433,51033.759249517156,0.0,1472026.0264196587,-4350.0,686440.0,0.0,23.214285714285715,29.343033509700177,29.645319923097702,-165.25806084459327,-92.6792028462853,-72.57885799830797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7059544.66664705,51783.712060089696,50610.0,49436.287939910304,50366.666666666664,59676584.49706661,0.0,51200.0,49650.0,0.0
2021-03-22,51400.0,1750.0,-33900,-546500,583100,-2700,262800,-25100,-87900,-7400,-1900,-174400,49850.0,51600.0,49500.0,2383071.0,3.4,0.5,2.57,0.25,32423.15,12966.75,3.9815,58.56,51105.0,0.0,0.0,50964.86796950463,51029.834092688325,51073.73210355053,0.0,3401178.7407053728,-2450.0,3069511.0,-257378.90912076784,85.71428571428571,52.35890652557319,38.03922970589637,-109.41954398772214,-96.4300110374368,-12.989532950285337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7143540.119819255,51911.744823647,50650.0,49388.255176353,50833.333333333336,-15421277.838553697,0.0,51400.0,49650.0,0.0
