일자,close,대비,기관,외국인,개인,기타,금융투자,보험,투신(사모),은행,기타금융,연기금 등,open,high,low,volume,대비%,한국금리,천연가스,미국금리,다우존스,나스닥,구리,WTI,SMA_10,SMA_20,SMA_50,EMA_10,EMA_20,EMA_50,ATR,A/D,WillA/D,OBV,ADOSC,SOK,SOD,SOJ,MACD,MACDS,MACDH,RSI,ROC,WillR,CCI,TSI,ADX,MFI,MOM,ULTOSC,PVT,BollingerU,BollingerM,BollingerL,Typical,EMV,Mass,NVI,PVI,CV
2021-03-09,328600.0,6600.0,-81800,91000,300,-9400,-1200,-12100,-38600,-1600,-6700,-21600,323000.0,331600.0,315700.0,49835.0,2.01,0.5,2.6,0.25,32297.02,13078.5,4.1415,65.61,0.0,0.0,0.0,328600.0,328600.0,328600.0,0.0,31029.33962264151,0.0,49835.0,0.0,81.13207547169812,81.13207547169812,81.13207547169812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49835.0,0.0,0.0,0.0,325300.0,0.0,0.0,1000.0,1000.0,0.0
2021-03-10,322000.0,-6600.0,-45500,-108600,157500,-3400,-15800,-5200,-20600,-1100,-2400,-500,335000.0,336000.0,319900.0,36080.0,-2.05,0.5,2.484,0.25,32485.59,13151.5,4.1415,65.39,0.0,0.0,0.0,325142.8571428571,325219.51219512196,325267.3267326733,0.0,4361.51353568499,-14000.0,13755.0,0.0,31.03448275862069,56.0832791151594,68.60767729342876,-148.07692307699472,-82.26495726499707,-65.81196581199765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49110.32562385879,0.0,0.0,0.0,325966.6666666667,191879157427.9379,0.0,322000.0,1000.0,0.0
2021-03-11,327000.0,5000.0,-33600,212200,-158600,-20000,-32900,9000,-25500,-100,-100,16000,323100.0,328500.0,320200.0,26581.0,1.53,0.5,2.562,0.25,32778.64,13201.5,4.073,64.8,0.0,0.0,0.0,325821.752265861,325842.18873909593,325856.3586459286,0.0,21334.923174239204,-7200.0,40336.0,0.0,55.66502463054187,55.94386095362023,64.38640518015926,-33.6296905039344,-62.33247088751237,28.702780383577974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49523.07407106376,0.0,0.0,0.0,325233.3333333333,-112411120725.33011,0.0,327000.0,1000.0,0.0
2021-03-12,325500.0,-1500.0,16400,169100,-179300,-6200,10800,3200,-9800,200,-600,12600,330500.0,332500.0,322000.0,26322.0,-0.46,0.5,2.528,0.25,32953.46,12795.5,4.1205,64.6,0.0,0.0,0.0,325729.476405947,325750.28276442096,325764.6054646633,0.0,12560.923174239204,-14200.0,14014.0,0.0,48.275862068965516,44.99178981937603,52.33964329605189,-34.90959589241538,-53.04287908700527,18.133283194589886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49402.33095179771,0.0,0.0,0.0,326666.6666666667,115682698883.0636,0.0,325500.0,1000.0,0.0
2021-03-15,319800.0,-5700.0,-25800,-73900,105700,-6000,-16100,-2300,-6600,-800,400,-400,325600.0,327000.0,319300.0,28567.0,-1.78,0.5,2.481,0.25,32825.95,12808.76,4.109,60.0,0.0,0.0,0.0,324307.4937347463,324441.3633736417,324523.97691873304,0.0,-12296.076825760796,-21400.0,-14553.0,0.0,20.19704433497537,41.37931034482758,47.43832037260794,-261.6862605891074,-115.10956801552209,-146.57669257358532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48902.07933889449,331052.588353974,324580.0,318107.411646026,322033.3333333333,-110512129380.05391,0.0,325500.0,319800.0,0.0
2021-03-16,323100.0,3300.0,93400,45300,-51900,-86800,56800,3600,14100,100,-7000,25800,320300.0,326000.0,318500.0,40127.0,1.02,0.5,2.535,0.25,33015.37,13071.75,4.1135,61.42,0.0,0.0,0.0,324055.4487590741,324189.6757396506,324274.7449224944,0.0,-3200.623492427463,-16800.0,25574.0,0.0,26.285714285714285,31.586206896551726,39.319102353585116,-251.98102670256048,-152.2093432256006,-99.77168347695988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49316.14781919467,328567.08167813334,323480.0,318392.91832186666,322533.3333333333,-16821591447.155281,0.0,325500.0,323100.0,0.0
2021-03-17,317000.0,-6100.0,-27500,-51500,95900,-16900,-33600,6100,-2300,-300,-200,2700,323100.0,323100.0,312300.0,42995.0,-1.92,0.5,2.582,0.25,32862.3,13006.25,4.1415,61.55,0.0,0.0,0.0,322737.96877910173,323006.3248291618,323172.7497576653,0.0,-8774.049418353388,-22900.0,-17421.0,0.0,23.26732673267327,23.250028451120972,32.07184856416676,-517.756959482329,-244.7196929771657,-273.0372665051633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48504.41925218755,329809.28373035183,322480.0,315150.71626964817,317466.6666666667,-114292359576.69496,0.0,325500.0,317000.0,0.0
2021-03-18,313300.0,-3700.0,56600,-1300,-41200,-14100,25300,100,16000,-800,-1400,17400,319100.0,320400.0,312600.0,32339.0,-1.18,0.5,2.508,0.25,32627.97,12794.0,4.0815,57.76,0.0,0.0,0.0,321129.70442846493,321576.05798989773,321851.44869264885,0.0,-35308.61352091749,-30000.0,-49760.0,0.0,4.9504950495049505,18.167845355964165,24.334693567878954,-863.6143293605419,-393.45171241630777,-470.1626169442341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48126.9608925661,328386.4790521923,319740.0,311093.5209478077,315433.3333333333,-28943381056.92817,0.0,313300.0,317000.0,0.0
2021-03-19,305300.0,-8000.0,-33900,86200,-52000,-300,-44500,4800,8300,500,-4800,1700,312000.0,312100.0,304700.0,53806.0,-2.62,0.5,2.518,0.25,32731.2,12770.5,4.0675,61.18,0.0,0.0,0.0,318630.90587360476,319395.21998962224,319863.40165765764,0.0,-80389.31622362019,-38000.0,-103566.0,0.0,2.690582959641256,10.302801580606491,17.24022512923054,-1486.882914431044,-646.0397446218773,-840.8431698091666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46753.04451848375,327936.9930947108,315700.0,303463.0069052892,307366.6666666667,-111400215589.33946,0.0,313300.0,305300.0,0.0
2021-03-22,306000.0,700.0,44200,-100500,52300,3900,30300,-1100,-11000,700,-900,26200,307500.0,307600.0,301300.0,37596.0,0.23,0.5,2.57,0.25,32423.15,12966.75,3.9815,58.56,318760.0,0.0,0.0,316762.1588153105,317743.0844931225,318350.29933319753,0.0,-61889.697176001144,-33300.0,-65970.0,-33477.21893296637,19.02834008097166,8.889806030039288,12.453484322203314,-1871.3239269781625,-920.5745291188579,-950.7493978593046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46839.24563214245,326397.2508336584,312940.0,299482.7491663416,304966.6666666667,-66190552186.40281,0.0,306000.0,305300.0,0.0
